Price,Close,High,Low,Open,Volume
Ticker,^GSPC,^GSPC,^GSPC,^GSPC,^GSPC
Date,,,,,
2005-07-30,1226.4200439453125,1245.8599853515625,1225.6199951171875,1234.1800537109375,9671470000
2005-08-06,1230.3900146484375,1242.68994140625,1222.6700439453125,1226.4200439453125,9524840000
2005-08-13,1219.7099609375,1236.239990234375,1215.9300537109375,1230.4000244140625,8609400000
2005-08-20,1205.0999755859375,1228.9599609375,1204.22998046875,1219.7099609375,8342950000
2005-08-27,1218.02001953125,1227.2900390625,1201.0699462890625,1205.0999755859375,9751450000
2005-09-03,1241.47998046875,1243.1300048828125,1218.02001953125,1218.02001953125,7947730000
2005-09-10,1237.9100341796875,1242.5999755859375,1224.8499755859375,1241.47998046875,11238970000
2005-09-17,1215.2900390625,1237.9100341796875,1205.3499755859375,1237.9100341796875,11341680000
2005-09-24,1228.81005859375,1229.5699462890625,1211.1099853515625,1215.2900390625,10379110000
2005-10-01,1195.9000244140625,1233.3399658203125,1181.9200439453125,1228.81005859375,11903800000
2005-10-08,1186.5699462890625,1196.52001953125,1168.199951171875,1195.9000244140625,11526400000
2005-10-15,1179.5899658203125,1197.300048828125,1170.550048828125,1186.5699462890625,12043340000
2005-10-22,1198.4100341796875,1204.010009765625,1178.8900146484375,1179.5899658203125,11752780000
2005-10-29,1220.1400146484375,1224.699951171875,1198.4100341796875,1198.4100341796875,12440550000
2005-11-05,1234.719970703125,1235.699951171875,1215.050048828125,1220.1400146484375,10318690000
